Source.Name,Datetime,Tweet Id,Text,Username
covid_airlines.csv,02-05-20 3:56,1.25637E+18,"Due to pandemic #UNICEF is appealing to governments, the private sector, the airline industry, and others to free up freight space at an affordable cost for the life-saving vaccines.

 #Covid_19 #COVID__19
 https://t.co/VEKiZYKOCr",SMoazzamQureshi
covid_airlines.csv,02-05-20 3:54,1.25637E+18,"It blows my mind how many people are watching, in real time, the #Covid_19 related taxpayer bailouts of health insurance, airlines, and Wall St. while either not realizing or caring that they are being robbed and left for dead by all three branches of government.",athesphatic
covid_airlines.csv,02-05-20 3:44,1.25637E+18,@makemytrip @Delta My booking id is https://t.co/P3IHOMsQNx flight from seattle to Mumbai got cancelled due to covid 19. The airline said it has proccessed complete refund. But i havent gotitas yet from makemytrip.. I have been trying to contact makemytrip continuously,EktaThakkar13
covid_airlines.csv,02-05-20 3:40,1.25637E+18,"@HF2020CLINIC @Saudi_Airlines I am also in struggle to get refunds for tickets cancelled by airline due to COVID 19. Airline is delaying the refunds and referring to travel agent. Travel agent continuously saying that we have not received refunds from @saudi_airlines Who will settle, Dont make us shuttle ck",MKhubaibAhmad
covid_airlines.csv,02-05-20 3:39,1.25637E+18,Whats the covid-19 effect on Re-establishment of Zambian Airline.l? Asking bcoz major if global carriers are feeling the pinch what about out Kantemba?,EricKamocha
covid_airlines.csv,02-05-20 3:25,1.25636E+18,New #analysis of the #coronavirus &amp; the #travelindustry - it’s bad! See: https://t.co/bwgbIe4LyV #travel #traveleconomy #traveleconomics #airlineindustry #airlines #hotels #hotelindustry #COVID__19 #recession #economy #unemployment #businessnews #info https://t.co/Dcze4utKhS,GoodAdvicePub
covid_airlines.csv,02-05-20 3:20,1.25636E+18,"United, American Airlines report large losses on COVID-19 hit 
https://t.co/apXy1phvhp
#BilyonaryoTourism",bilyonaryo_ph
covid_airlines.csv,02-05-20 3:08,1.25636E+18,Still kinda crazy to me that people who tell minimum wage workers to have 6 months emergency savings just handed the airlines billions almost no questions asked after they spent their emergency savings on stock buybacks. #COVID,jspencebaker
covid_airlines.csv,02-05-20 3:07,1.25636E+18,"COVID-19 Lockdown 3.0: Airline, Indian Railway services suspended till May 17 to contain coronavirus pandemic https://t.co/VpdwH0vNOM https://t.co/7hkzfD8FYy",post_asia
covid_airlines.csv,02-05-20 3:00,1.25636E+18,"#Covid-19 Pandemic Ending, #United #Miles Massacre, #Airbnb End, #Airline Refunds - #Travel Blogger Buzz https://t.co/rNmBffspBx https://t.co/pxU7lK0oHZ",FlyerTalkerinA2
covid_airlines.csv,02-05-20 2:56,1.25636E+18,@realDonaldTrump I just saw a broadcast on the news- the airline Emirates is conducting a rapid Covid test on all passengers before they board their aircrafts. A RAPID TEST. Why can they do it but we STILL don’t have tests? Lies lies lies. #COVID__19 #COVID #COVID19,poshboy221b
covid_airlines.csv,02-05-20 2:55,1.25636E+18,"Emirates Airline first to conduct rapid #COVID__19 testing before you board their planes. Results in 10 minutes. #Travel #TestingTestingTesting #ThingsDoneChanged #Rona 

https://t.co/IaO4VtpDBC",BlackJulieKnows
covid_airlines.csv,02-05-20 2:53,1.25636E+18,Airline industry is going to take years to recover...Stop the construction of Western Sydney 24hr Airport..Sydney doesn’t need a 2nd airport...Stop wasting taxpayer money!! @LiberalAus @AustralianLabor #auspol #economy #COVID,Rawsa7
