Source.Name,Datetime,Tweet Id,Text,Username
covid_hospitality.csv,02-05-20 3:50,1.25637E+18,"No matter how small your hotel is, you can still make a big impact! Today's inspiration comes from @Revivaljdv and how they're serving as a ""community resource and anchor during the COVID-19 outbreak"" for their Baltimore community: https://t.co/v188oCm1Wq #hospitality",screenpilot
covid_hospitality.csv,02-05-20 3:19,1.25636E+18,"Hospitality workers will need an extra set of skills when restaurants and cafes re-open post-covid restrictions, thanks to trends created by social distancing. Here’s the best course to take.
https://t.co/YBmZtnAUTc",dailytelegraph
covid_hospitality.csv,02-05-20 3:18,1.25636E+18,"Hospitality, a #quilt for such a time as this. It is April 2020. Covid 19 is running rampant and we are all under stay-at-home orders. And the quilt pattern I’m making to release is “Hospitality “, a collaboration… https://t.co/3afTJ7ghl2",eobquilt
covid_hospitality.csv,02-05-20 3:02,1.25636E+18,"Imagine combining innovative F&amp;B design with these new practices to showcase, support &amp; elevate restaurants.
https://t.co/F2VV0sihxF #architecture #restaurantdesign #hospitality #covid @bonappetit",FrankMataipule
covid_hospitality.csv,02-05-20 3:00,1.25636E+18,"What will happen to DMV restaurants after the COVID-19 pandemic is over?

Hospitality expert @jontaffer is very concerned about the small bars in the District and around the country.

""I think it’s about 40% of local bars will probably not reopen.""

https://t.co/oaqRhk1Oqj https://t.co/L8WzH6dUdY",7NewsDC
covid_hospitality.csv,02-05-20 2:30,1.25635E+18,"Thank you to @Zatarains/@McCormick4Chefs for contributing $60,000 to the Hospitality Cares Pandemic Response Fund to help hospitality workers unable to afford basic needs during COVID-19. 1/2 https://t.co/8VKAOtKJcP",UnitedWaySELA
covid_hospitality.csv,02-05-20 2:30,1.25635E+18,"• An additional Z$1 billion for the health budget, to upgrade facilities, procure COVID-19 test kits and PPE.
• Z$1 billion credit support facility for miners.
• Z$500 million support for the tourism and hospitality industry.
• Z$500 million for small to medium enterprises.",gashutraders
covid_hospitality.csv,02-05-20 2:30,1.25635E+18,"The #hospitality industry has been hit hard by #COVID19.  Now a group has formed in the #UK, similar to groups in #Canada and the #US, to fight #businessinterruption denials. Via @InsuranceSian and @InsuranceAge. #COVID-19 #COVID #Coronavirus https://t.co/kDaz8gaUYe",ommoran
covid_hospitality.csv,02-05-20 2:05,1.25634E+18,Great series yet again! Next year you should do a series about how the hospitality industry survived Covid 19! I understand that there has been many survival schemes introduced! keep safe! https://t.co/vukR4i4wo3,4weds
covid_hospitality.csv,02-05-20 2:00,1.25634E+18,Hospitality Company Re-Employs 100+ to Schedule COVID-19 Tests https://t.co/kAkoCmyyUv #hotels #hotelbusiness,tvforhotels
covid_hospitality.csv,02-05-20 1:54,1.25634E+18,"#clapforworkers On #MayDay2020, we applaud essential hospitality staff facing wage cuts and layoffs during COVID-19.",Luckygrrr
covid_hospitality.csv,02-05-20 1:44,1.25634E+18,"Third, they need to find creative ways to increase capacity, especially during rush hours, using their fleets and calling on private leisure and business transport providers idled by the impact of Covid-19 on the travel and hospitality industry. 9/n
https://t.co/ZVA7ZuajDt",MLiebreich
covid_hospitality.csv,02-05-20 1:22,1.25633E+18,"The Roanoke region could see 20,000 to 35,000 job losses at the peak of a recession caused by COVID-19. The most severe effect will be seen in hospitality and entertainment businesses. https://t.co/9CUdxnpVm7",alisonkgraham
covid_hospitality.csv,02-05-20 1:15,1.25633E+18,"Caring for people is what we do in hospitality. It’s who we are. So in these challenging times, we’re finding new ways to care for our communities and to provide maximum flexibility and guest safety in response to COVID-19. https://t.co/2eX6ATkkiF #Monterey #MontereyBayLodge",Monterey_Lodge
covid_hospitality.csv,02-05-20 1:11,1.25633E+18,COVID-19: Lessons learned in the travel industry https://t.co/U8jaESSzoM via @SmartBrief #travel #travelandtourism #hospitality #ilovetravel #cruisetravel #airtravel #hotels #4traveljobs,4TravelJobs
covid_hospitality.csv,02-05-20 1:06,1.25633E+18,@SeeRockCity Institute students and staff have created a video to show their appreciation and support for the Hospitality and Tourism Industry during this COVID-19 pandemic. Take a look! https://t.co/qrOh5z3my7 @HustlinTigers https://t.co/nVm2EijWit,howard_ready
covid_hospitality.csv,03-05-20 3:38,1.25673E+18,"@theblaze “Despite having fewer than 1,200 COVID-19 cases, Mills has implemented strict lockdown guidelines in Maine that include not re-opening restaurants and much of the hospitality industry until at least June.”
🤦🏻‍♂️
While the politicians continue to get their haircuts &amp; salaries.",ml_336
covid_hospitality.csv,03-05-20 3:36,1.25673E+18,"Representing @IHFcomms on @RTEOne news earlier this evening is @jryanardi, @VFIpubs and @CliffsofMoher1 speaking out about the impact of Covid-19 on the Irish Hospitality Sector #BuildingBusiness #Resilience #WeAreInThisTogether #WestofIrelandTourism https://t.co/C7HShO7Hbf",Ardilaungalway
covid_hospitality.csv,03-05-20 3:11,1.25672E+18,"This delicious one off from @Reubensbrews is called ""You Are Not Alone"" and 100% of the profits go to Big Table a charity that supports restaurant and hospitality workers during this #COVID__19 pandemic . #YANA #GoodBeer #SupportLocal https://t.co/YrTiSd5dan",RW34MVP
covid_hospitality.csv,03-05-20 2:50,1.25672E+18,The Future of the Restaurant Industry Post-COVID-19: https://t.co/S6GIXy12Pr,hospitality_law
covid_hospitality.csv,03-05-20 2:44,1.25672E+18,@YakubJames Muslims spend almost everything on charity and hospitality. Muslim doctors are treating people for free. They don't even charge consultation fee. Muslim youth are doing relief work. Muslim legislators are doing excellent work. Muslim COVID victims are donating plasma.,Shehla_Rashid
covid_hospitality.csv,03-05-20 2:12,1.25671E+18,"Liberation News interviewed Andira, a Boston-area hospitality worker who's now unemployed due to COVID-19. She described several hurdles in trying to secure unemployment insurance and healthcare.

PSL is demanding full sick pay and 100% unemployment insurance for every worker! https://t.co/3ejQX7rlyv",BostonPSL
covid_hospitality.csv,03-05-20 2:10,1.25671E+18,We have to work together to move forward. #COVID__19 #NYStrong #love #Residential #hotel #hospitality #museum #Nursinghome #stadium #bars #restaurants #Politics #MSNBC #cnn #hiphop #rock https://t.co/EW9Uxkvvl1,Fcatent
